Modo_solicitud,Orden_solicitud,Carrera,Asistencia_diurna_nocturna,Calificacion_previa,Calificacion_madre,Calificacion_padre,Ocupacion_madre,Ocupacion_padre,Desplazado,Deudor,Pagos_al_dia,Genero,Becado,Edad_al_matricularse,Unidades_1er_sem_matriculadas,Unidades_1er_sem_evaluaciones,Unidades_1er_sem_aprobadas,Unidades_1er_sem_nota,Unidades_2do_sem_matriculadas,Unidades_2do_sem_evaluaciones,Unidades_2do_sem_aprobadas,Unidades_2do_sem_nota,Tasa_desempleo,Tasa_inflacion,PIB
1,1,15,1,1,3,2,5,7,1,0,0,1,0,29,6,8,6,16.5,6,6,5,13.8,11.1,0.6,2.02
15,1,4,1,1,1,1,5,6,0,0,1,1,0,20,6,11,6,11.285714285714286,6,12,5,11.77777777777778,16.2,0.3,-0.92
8,3,2,1,1,3,29,3,6,1,0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74
1,2,14,1,1,3,1,4,6,1,0,1,1,0,20,6,10,5,14.0,6,10,6,12.0,11.1,0.6,2.02
12,1,8,1,1,13,14,10,6,1,0,1,1,0,24,5,13,4,13.75,5,9,3,12.0,9.4,-0.8,-3.12
17,1,4,1,1,13,1,10,10,0,1,1,1,0,21,12,20,10,11.8,12,15,9,11.444444444444445,8.9,1.4,3.51
8,1,7,1,1,13,1,5,6,0,0,1,1,0,20,5,10,4,11.5,5,11,0,0.0,13.9,-0.3,0.79
1,5,15,1,1,22,3,6,3,1,0,1,1,0,22,6,10,5,13.4,6,12,3,10.666666666666666,9.4,-0.8,-3.12
1,1,9,1,1,23,14,10,6,0,0,1,1,0,18,5,11,2,13.5,5,11,3,12.333333333333334,8.9,1.4,3.51
14,1,15,1,1,13,28,10,8,1,0,1,1,0,22,6,17,3,11.333333333333334,6,14,3,12.333333333333334,15.5,2.8,-4.06
1,2,15,1,1,3,1,5,5,1,0,1,1,0,19,6,9,5,11.4,6,13,5,12.4,8.9,1.4,3.51
12,2,17,0,1,22,27,10,10,0,0,1,0,0,43,5,11,3,10.666666666666666,5,10,4,12.5,9.4,-0.8,-3.12
12,1,4,1,1,1,1,30,29,0,0,1,1,0,24,7,7,7,13.571428571428571,6,9,5,13.4,8.9,1.4,3.51
8,4,7,1,1,23,27,6,8,1,0,1,1,0,18,5,7,4,12.0,5,10,3,13.0,7.6,2.6,0.32
14,1,6,1,1,22,27,10,8,0,0,1,1,0,21,5,11,0,0.0,5,11,3,11.666666666666666,9.4,-0.8,-3.12
12,1,3,0,1,22,27,7,7,0,0,1,1,0,39,6,8,5,11.4,6,12,3,11.0,7.6,2.6,0.32
12,1,12,1,1,22,27,10,10,0,0,1,1,0,34,7,15,6,11.333333333333334,7,16,4,12.6,16.2,0.3,-0.92
1,1,2,1,1,1,28,6,10,0,1,0,1,0,18,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12
6,1,2,1,1,1,1,3,10,0,0,1,1,0,21,12,12,12,15.083333333333334,11,15,11,13.083333333333334,8.9,1.4,3.51
1,1,9,1,1,13,27,5,9,0,0,1,1,0,27,5,12,3,10.0,5,12,1,13.0,7.6,2.6,0.32
1,1,7,1,1,22,27,10,10,1,0,1,1,0,18,5,7,4,10.0,5,8,1,16.0,10.8,1.4,1.74
15,1,4,1,14,22,27,10,2,0,0,1,1,1,20,6,11,5,13.833333333333334,6,13,6,12.3,15.5,2.8,-4.06
15,1,8,1,14,5,1,3,6,1,0,1,1,0,19,6,13,5,11.6,6,12,2,11.0,13.9,-0.3,0.79
1,1,11,1,1,13,28,10,10,1,0,1,1,0,23,6,8,6,12.666666666666666,6,10,5,12.2,7.6,2.6,0.32
14,1,2,1,1,3,3,3,3,1,0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,7.6,2.6,0.32
8,6,9,1,1,13,28,6,7,1,0,1,1,0,20,5,7,3,12.666666666666666,5,12,2,12.5,9.4,-0.8,-3.12
8,2,15,1,1,1,1,5,5,1,0,1,1,0,20,6,11,3,13.666666666666666,6,13,4,10.25,9.4,-0.8,-3.12
1,2,9,1,1,1,1,10,7,0,0,1,1,0,19,5,9,5,10.8,5,13,2,13.5,8.9,1.4,3.51
6,1,12,1,1,3,2,14,5,1,0,1,0,0,18,7,15,4,11.575,7,10,5,12.419999999999998,12.4,0.5,1.79
8,4,7,1,1,1,1,29,36,1,0,1,1,0,20,5,10,4,14.25,5,14,1,10.0,8.9,1.4,3.51
8,1,8,1,1,2,14,3,7,1,0,1,0,1,18,6,7,6,12.833333333333334,6,8,6,13.0,8.9,1.4,3.51
8,2,16,1,1,3,1,2,6,1,0,1,0,0,19,6,8,5,11.4,6,7,4,10.75,12.7,3.7,-1.7
14,1,8,1,1,3,4,4,3,0,0,1,0,0,19,5,10,5,14.857142857142858,5,7,5,15.142857142857142,9.4,-0.8,-3.12
15,1,4,1,14,23,28,7,4,0,0,1,0,0,19,6,18,3,11.666666666666666,6,14,4,11.5,15.5,2.8,-4.06
8,3,5,1,1,3,3,5,5,1,0,1,0,1,20,6,6,6,12.5,6,6,6,14.333333333333334,12.7,3.7,-1.7
9,4,7,1,1,13,28,32,39,1,1,1,1,0,18,5,11,3,10.666666666666666,5,9,3,11.333333333333334,8.9,1.4,3.51
1,1,7,1,1,13,27,6,9,1,0,1,1,0,18,5,9,4,10.5,5,11,2,10.5,7.6,2.6,0.32
1,2,2,1,1,3,3,3,3,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,12.4,0.5,1.79
14,1,9,1,1,23,14,20,36,0,0,1,0,0,19,5,11,5,11.5,5,9,2,10.666666666666666,13.9,-0.3,0.79
1,1,10,1,1,23,1,3,5,0,0,1,0,0,20,6,11,1,12.0,5,10,0,0.0,9.4,-0.8,-3.12
12,1,3,0,1,13,1,10,9,0,0,1,0,0,26,6,14,3,10.666666666666666,6,9,5,11.2,15.5,2.8,-4.06
12,1,9,1,9,22,27,10,8,0,1,1,0,0,41,5,6,5,11.6,5,8,5,12.2,7.6,2.6,0.32
12,1,17,0,1,13,27,10,9,0,0,1,0,0,26,5,10,4,12.0,5,9,4,11.25,12.7,3.7,-1.7
9,2,9,1,1,1,27,6,6,1,0,1,0,0,21,5,8,3,12.0,5,9,3,12.666666666666666,9.4,-0.8,-3.12
1,4,9,1,1,1,14,5,7,1,0,1,0,0,24,5,11,2,10.5,5,14,1,11.0,12.7,3.7,-1.7
1,4,16,1,1,13,1,6,10,1,0,1,0,0,18,6,7,5,12.2,6,7,5,12.2,10.8,1.4,1.74
1,1,16,1,1,13,27,10,10,1,1,0,0,0,22,7,10,6,11.5,7,8,6,13.166666666666666,11.1,0.6,2.02
8,1,9,1,1,13,14,8,8,1,0,1,0,0,23,5,7,2,10.0,5,9,1,12.0,9.4,-0.8,-3.12
8,3,6,1,1,13,27,6,6,1,0,1,0,0,21,5,14,2,13.0,5,8,4,12.0,9.4,-0.8,-3.12
8,3,16,1,1,23,28,8,8,1,0,1,0,0,18,6,8,5,13.4,6,7,5,12.0,7.6,2.6,0.32
8,1,11,1,1,1,1,5,10,1,0,1,0,0,22,6,14,4,12.25,6,11,3,11.333333333333334,7.6,2.6,0.32
13,1,5,1,1,3,2,3,3,0,0,1,0,0,29,10,15,9,11.555555555555555,11,17,10,11.9,9.4,-0.8,-3.12
1,1,12,1,1,1,14,5,5,0,0,1,1,0,19,7,7,7,12.2,7,7,7,12.2,7.6,2.6,0.32
1,1,9,1,1,1,14,8,8,0,0,1,1,1,18,5,10,4,10.8,5,10,4,11.75,15.5,2.8,-4.06
12,9,17,0,1,23,28,10,6,0,0,1,1,0,28,5,7,4,12.75,5,7,5,14.333333333333334,10.8,1.4,1.74
1,1,14,1,1,1,14,8,6,1,0,1,1,0,20,6,10,6,12.714285714285714,6,8,4,13.0,12.4,0.5,1.79
14,1,5,1,1,3,29,4,8,0,0,1,1,0,26,7,8,7,13.285714285714286,8,11,7,12.142857142857142,12.4,0.5,1.79
1,1,12,1,1,3,1,3,9,0,0,1,1,0,20,7,10,5,13.976666666666668,8,9,8,13.22222222222222,12.4,0.5,1.79
8,2,16,1,1,1,14,10,10,1,0,1,1,1,20,6,6,6,12.0,6,7,6,12.5,7.6,2.6,0.32
12,1,12,1,12,22,28,10,8,1,0,1,1,0,43,8,8,7,11.635714285714286,8,8,7,11.635714285714286,10.8,1.4,1.74
8,5,7,1,1,13,14,6,6,1,1,1,1,0,18,5,9,4,12.5,5,11,5,11.285714285714286,12.4,0.5,1.79
12,1,17,0,1,19,24,13,13,0,0,1,1,0,40,5,9,3,11.0,5,8,4,12.5,7.6,2.6,0.32
1,1,11,1,1,22,27,2,2,0,0,1,1,0,27,6,6,6,10.666666666666666,6,8,4,11.25,10.8,1.4,1.74
15,1,4,1,14,23,1,19,25,1,1,1,1,0,26,6,6,0,0.0,6,7,0,0.0,8.9,1.4,3.51
1,2,7,1,1,1,28,20,43,1,0,1,1,0,20,5,7,5,10.8,5,9,3,12.0,8.9,1.4,3.51
16,1,9,1,1,13,28,10,9,0,0,1,1,0,20,5,7,5,11.0,5,7,3,10.0,8.9,1.4,3.51
1,1,7,1,1,22,14,10,10,1,1,1,1,0,20,5,7,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
12,1,12,1,1,1,2,22,21,0,1,1,1,0,30,7,12,4,14.4,7,9,6,13.5,12.4,0.5,1.79
8,1,14,1,1,13,14,29,36,0,1,0,1,0,21,6,11,4,12.25,6,9,4,13.4,11.1,0.6,2.02
8,1,14,1,1,1,1,5,5,0,0,1,1,0,19,5,10,0,0.0,5,5,0,0.0,7.6,2.6,0.32
12,1,13,1,1,13,3,10,3,0,0,1,0,0,25,7,14,7,11.95,8,15,7,12.042857142857144,12.7,3.7,-1.7
12,2,13,1,1,13,28,10,10,0,0,1,0,1,26,7,7,0,0.0,8,8,0,0.0,10.8,1.4,1.74
8,2,9,1,1,2,3,3,3,1,0,1,0,0,19,5,10,3,11.0,5,9,4,11.75,12.7,3.7,-1.7
14,1,6,1,1,3,3,3,6,0,0,1,0,0,21,6,11,4,11.75,6,12,3,13.666666666666666,13.9,-0.3,0.79
1,1,8,1,1,4,5,3,3,1,0,1,0,0,21,5,12,1,11.0,5,9,2,10.5,12.7,3.7,-1.7
12,1,6,1,1,4,1,3,10,0,0,0,0,0,26,6,8,6,15.428571428571429,6,7,5,14.5,11.1,0.6,2.02
1,1,12,1,1,13,14,5,5,1,0,1,0,0,20,8,8,7,14.014285714285714,8,8,7,14.014285714285714,12.7,3.7,-1.7
8,2,10,1,1,1,14,5,11,1,0,1,0,0,18,6,15,2,10.333333333333334,6,13,3,13.333333333333334,12.7,3.7,-1.7
1,1,12,1,1,22,28,29,35,1,1,1,1,0,20,7,7,7,12.401428571428571,8,10,6,11.808333333333332,11.1,0.6,2.02
15,1,4,1,14,23,14,4,6,0,0,1,1,0,23,6,6,0,0.0,6,8,0,0.0,15.5,2.8,-4.06
15,1,4,1,14,2,3,10,7,0,0,1,1,0,20,6,12,4,10.8,6,13,4,12.0,12.4,0.5,1.79
14,1,3,0,1,22,27,10,6,0,0,1,0,0,45,9,13,8,11.0,7,10,6,10.833333333333334,12.7,3.7,-1.7
12,1,3,0,12,22,27,6,6,1,0,1,0,1,26,6,10,3,12.333333333333334,6,14,3,11.666666666666666,7.6,2.6,0.32
12,1,17,0,1,22,27,10,10,0,0,1,0,0,25,5,8,3,11.0,5,8,3,11.25,10.8,1.4,1.74
1,1,12,1,1,13,27,4,9,1,0,1,1,0,19,8,10,5,12.858,8,10,5,12.858,9.4,-0.8,-3.12
1,4,12,1,1,10,1,6,11,0,0,1,0,1,19,7,9,5,14.06,7,9,7,11.242857142857142,12.4,0.5,1.79
8,2,2,1,1,13,27,10,10,1,0,1,0,1,18,0,0,0,0.0,0,0,0,0.0,12.7,3.7,-1.7
14,2,14,1,1,3,3,6,6,1,0,1,0,0,19,5,5,4,13.75,6,9,5,12.6,12.7,3.7,-1.7
14,1,15,1,1,13,27,6,6,1,0,1,0,0,23,6,11,3,11.333333333333334,6,7,2,11.0,16.2,0.3,-0.92
1,1,10,1,1,22,27,10,8,1,0,1,0,0,20,6,7,5,13.2,6,6,6,12.666666666666666,10.8,1.4,1.74
1,3,14,1,1,22,27,8,8,1,0,1,1,0,19,5,7,3,11.333333333333334,5,7,4,11.0,9.4,-0.8,-3.12
12,1,17,0,1,22,27,10,10,0,0,1,1,0,29,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32
1,1,14,1,1,10,10,6,8,1,0,1,0,0,18,6,8,6,14.625,6,9,6,14.142857142857142,11.1,0.6,2.02
1,3,12,1,1,1,14,17,40,1,0,1,0,0,19,7,12,4,13.375,7,8,6,12.116666666666667,12.4,0.5,1.79
1,1,9,1,1,22,27,10,8,0,0,1,0,1,19,5,6,4,11.0,5,9,4,13.857142857142858,10.8,1.4,1.74
14,1,15,1,1,13,1,6,6,1,0,1,0,0,18,6,6,0,0.0,6,10,3,11.0,16.2,0.3,-0.92
8,1,14,1,1,1,1,5,5,1,0,1,0,1,19,6,7,6,13.285714285714286,6,9,5,14.6,12.4,0.5,1.79
1,5,12,1,1,3,14,5,9,1,0,1,0,0,19,7,11,5,11.716666666666669,7,8,5,13.7,13.9,-0.3,0.79
1,2,5,1,1,3,4,3,3,1,0,1,0,0,18,6,6,6,12.333333333333334,6,6,6,12.833333333333334,7.6,2.6,0.32
8,3,9,1,1,1,1,5,8,1,0,1,0,0,18,5,5,5,12.6,5,5,4,11.0,11.1,0.6,2.02
12,1,4,1,1,3,3,3,3,0,1,0,0,0,34,6,10,6,14.333333333333334,6,9,6,12.833333333333334,11.1,0.6,2.02
1,2,14,1,1,22,27,10,10,0,0,1,0,0,22,5,8,3,12.0,5,9,2,11.0,7.6,2.6,0.32
12,2,9,1,1,22,27,10,9,0,0,1,0,0,50,5,12,3,13.333333333333334,5,8,5,12.2,9.4,-0.8,-3.12
12,1,6,1,1,22,27,7,7,0,0,1,0,1,25,6,13,3,11.666666666666666,6,14,2,11.333333333333334,11.1,0.6,2.02
12,1,17,0,1,22,27,10,10,0,0,1,0,0,50,5,9,2,10.5,5,7,3,11.0,12.7,3.7,-1.7
14,1,3,0,9,19,24,1,1,1,0,1,0,0,48,6,9,5,13.0,6,10,4,12.5,7.6,2.6,0.32
12,1,9,1,1,22,27,10,11,0,0,1,0,0,41,5,14,4,14.5,5,12,5,13.0,9.4,-0.8,-3.12
14,1,17,0,1,23,27,6,7,0,0,1,0,0,28,10,15,6,10.666666666666666,10,17,9,11.333333333333334,7.6,2.6,0.32
16,1,9,1,1,1,27,10,11,0,0,1,0,0,53,15,15,15,11.8,13,13,12,11.666666666666666,8.9,1.4,3.51
12,1,3,0,1,22,27,10,8,0,0,1,0,0,49,6,9,5,12.333333333333334,6,12,4,11.5,13.9,-0.3,0.79
14,1,10,1,1,13,14,6,6,1,0,1,0,0,22,10,15,8,11.0,7,16,5,11.2,9.4,-0.8,-3.12
12,1,17,0,1,22,27,7,7,0,0,1,0,0,40,5,9,4,11.25,5,6,5,12.0,13.9,-0.3,0.79
14,1,17,0,2,22,27,10,9,0,0,1,0,0,36,12,21,11,11.5,12,22,12,11.4375,9.4,-0.8,-3.12
12,1,3,0,1,22,27,10,10,0,0,1,0,1,48,6,7,6,10.666666666666666,6,9,5,11.8,10.8,1.4,1.74
12,1,3,0,1,13,27,5,6,0,0,1,0,0,34,6,6,4,13.25,6,6,0,0.0,12.7,3.7,-1.7
1,3,12,1,1,1,1,5,5,1,0,1,0,0,19,8,10,1,13.67,8,10,1,13.67,9.4,-0.8,-3.12
12,1,17,0,1,22,27,10,4,0,0,1,0,0,34,5,9,4,11.0,5,10,4,10.75,7.6,2.6,0.32
12,2,13,1,1,1,3,10,3,1,0,1,0,0,28,7,9,7,12.428571428571429,8,8,8,12.3,12.4,0.5,1.79
12,2,14,1,1,22,27,10,10,0,0,1,0,0,35,5,8,5,11.4,5,7,3,12.333333333333334,9.4,-0.8,-3.12
8,4,12,1,1,4,1,3,2,1,0,1,0,0,18,8,8,0,0.0,8,8,0,0.0,9.4,-0.8,-3.12
3,1,6,1,1,1,1,5,5,0,0,1,0,0,18,5,9,3,12.0,5,6,4,13.0,7.6,2.6,0.32
14,2,16,1,1,13,1,6,5,1,0,1,0,0,20,6,10,4,12.25,6,8,4,11.5,10.8,1.4,1.74
1,2,11,1,1,23,14,10,8,1,0,1,0,0,18,6,10,4,11.75,6,9,5,11.2,7.6,2.6,0.32
8,1,9,1,1,3,3,3,3,0,0,1,0,0,20,5,10,4,11.0,5,7,4,11.5,15.5,2.8,-4.06
12,1,12,1,1,3,14,3,6,0,0,1,0,0,24,8,12,7,12.714285714285714,8,12,7,12.714285714285714,12.7,3.7,-1.7
8,5,9,1,1,1,28,5,6,1,0,1,0,1,19,5,12,2,10.0,5,11,4,11.75,11.1,0.6,2.02
1,4,15,1,1,3,14,3,4,1,0,1,0,0,18,6,10,6,12.571428571428571,6,11,6,12.571428571428571,10.8,1.4,1.74
8,5,12,1,1,13,1,10,5,1,0,1,0,0,18,7,8,6,13.39,8,10,7,12.757142857142856,11.1,0.6,2.02
1,1,6,1,1,1,1,10,8,0,0,1,0,0,19,5,7,3,12.333333333333334,5,7,4,10.25,7.6,2.6,0.32
13,1,9,1,1,3,28,3,6,1,0,1,0,0,19,5,8,2,11.5,5,10,3,10.857142857142858,10.8,1.4,1.74
1,2,15,1,1,13,14,6,7,0,0,1,0,0,19,6,6,6,15.0,6,7,6,14.0,15.5,2.8,-4.06
1,3,12,1,1,2,3,6,3,1,0,1,0,0,19,7,9,5,12.32,7,9,5,11.9,12.4,0.5,1.79
1,3,14,1,1,1,14,6,6,1,0,1,1,1,20,6,7,6,11.333333333333334,6,10,4,10.571428571428571,10.8,1.4,1.74
12,1,7,1,1,13,27,10,5,1,0,1,1,0,33,5,10,4,12.0,5,8,3,13.666666666666666,7.6,2.6,0.32
1,1,14,1,1,4,2,15,17,1,0,1,1,0,20,6,8,5,12.8,6,10,5,11.6,13.9,-0.3,0.79
14,1,7,1,1,1,1,10,3,0,1,0,1,0,27,5,5,0,0.0,5,7,0,0.0,13.9,-0.3,0.79
4,1,9,1,3,13,1,10,10,0,0,1,0,0,33,8,10,6,12.833333333333334,5,8,4,12.0,11.1,0.6,2.02
8,1,16,1,1,23,28,10,8,1,0,1,0,1,20,6,10,5,13.2,6,12,5,12.833333333333334,9.4,-0.8,-3.12
1,1,10,1,1,22,27,10,10,1,0,1,0,0,19,6,11,5,11.6,6,11,6,11.666666666666666,7.6,2.6,0.32
1,5,15,1,1,23,1,5,6,1,0,1,0,0,18,6,6,6,13.166666666666666,6,6,6,12.5,15.5,2.8,-4.06
1,1,14,1,1,3,28,3,10,1,0,1,0,0,19,6,7,5,12.6,6,10,5,12.375,10.8,1.4,1.74
1,1,6,1,1,23,27,2,2,1,0,1,0,0,21,5,8,3,11.333333333333334,5,8,3,13.333333333333334,12.7,3.7,-1.7
8,5,14,1,1,13,21,8,8,1,0,1,0,1,19,5,8,3,10.5,5,6,4,11.75,7.6,2.6,0.32
8,1,10,1,1,22,14,10,9,1,0,1,0,0,21,6,11,6,10.375,6,12,3,11.666666666666666,12.7,3.7,-1.7
1,6,12,1,1,1,1,5,5,1,0,1,0,0,21,7,8,6,13.25,8,8,8,13.8375,13.9,-0.3,0.79
8,1,12,1,1,2,28,3,11,1,0,1,0,0,18,7,9,7,12.50625,8,15,5,13.2,13.9,-0.3,0.79
1,1,16,1,1,13,28,3,8,1,0,1,0,1,19,6,9,5,12.2,6,10,4,11.5,7.6,2.6,0.32
1,5,12,1,1,1,1,4,5,0,0,1,0,0,20,7,9,5,12.04,7,9,6,11.77142857142857,12.4,0.5,1.79
8,3,9,1,1,23,14,8,8,0,0,1,0,0,20,5,7,5,11.166666666666666,5,9,4,10.75,15.5,2.8,-4.06
1,1,8,1,1,1,1,10,10,1,0,1,0,0,20,5,10,4,12.5,5,12,2,13.0,12.7,3.7,-1.7
1,5,12,1,1,1,1,4,9,1,0,1,0,0,18,7,9,6,12.183333333333332,7,9,6,11.783333333333331,16.2,0.3,-0.92
1,2,9,1,1,22,27,10,10,0,0,1,0,0,18,5,8,2,10.0,5,9,3,11.333333333333334,7.6,2.6,0.32
8,1,11,1,1,1,1,5,5,1,0,1,1,0,21,6,11,6,11.166666666666666,6,14,3,14.666666666666666,7.6,2.6,0.32
14,1,5,1,1,13,14,10,10,1,0,1,1,1,20,6,8,3,11.0,6,8,2,11.333333333333334,10.8,1.4,1.74
8,5,10,1,1,13,27,6,8,1,0,1,0,1,19,6,9,5,11.333333333333334,6,6,6,10.833333333333334,13.9,-0.3,0.79
14,1,12,1,1,13,28,10,8,1,0,1,1,1,19,7,8,5,11.2,7,8,5,11.2,7.6,2.6,0.32
12,1,7,1,1,22,3,10,4,1,0,1,1,0,28,5,11,4,10.5,5,12,4,11.0,7.6,2.6,0.32
1,2,9,1,1,1,28,5,6,0,0,1,1,0,21,5,10,3,11.25,5,9,3,11.0,15.5,2.8,-4.06
16,1,17,0,1,23,3,6,4,0,1,1,1,0,24,10,15,7,10.714285714285714,10,11,9,12.555555555555555,12.4,0.5,1.79
13,1,4,1,1,1,3,5,3,1,0,1,1,0,23,6,14,5,12.0,6,12,5,12.142857142857142,15.5,2.8,-4.06
1,1,15,1,1,5,3,5,5,1,0,1,1,0,20,6,7,6,12.166666666666666,6,9,3,12.0,12.4,0.5,1.79
1,1,2,1,1,2,2,4,3,1,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,7.6,2.6,0.32
14,1,3,0,1,22,27,10,10,0,0,1,0,0,23,13,15,9,11.0,11,12,7,11.571428571428571,15.5,2.8,-4.06
15,1,6,1,14,13,28,32,44,1,0,1,0,0,23,6,11,4,11.5,6,12,4,12.2,8.9,1.4,3.51
12,1,9,1,1,22,27,10,10,0,0,1,0,0,39,5,8,4,11.25,5,8,4,11.5,11.1,0.6,2.02
1,1,14,1,1,22,14,10,10,1,0,1,0,0,22,5,7,3,12.666666666666666,5,6,4,12.0,7.6,2.6,0.32
12,1,17,0,1,22,27,10,10,0,0,1,0,0,30,5,10,3,10.666666666666666,5,8,5,10.4,12.7,3.7,-1.7
12,1,17,0,14,23,14,10,6,0,0,1,0,1,35,5,9,3,11.666666666666666,5,7,5,11.8,12.7,3.7,-1.7
14,1,12,1,1,22,27,10,7,1,0,1,0,0,26,7,8,6,12.0,7,8,6,12.0,7.6,2.6,0.32
17,1,9,1,16,13,14,28,31,0,0,1,0,0,30,11,20,9,12.22222222222222,9,16,9,11.6,8.9,1.4,3.51
12,1,17,0,1,22,27,10,7,0,1,1,1,0,25,5,8,4,11.0,5,7,4,12.0,7.6,2.6,0.32
8,3,12,1,1,13,3,10,6,1,0,1,0,0,18,8,8,7,13.68142857142857,8,8,7,13.68142857142857,10.8,1.4,1.74
14,1,12,1,1,23,14,10,11,0,0,1,0,0,23,7,11,6,12.1,7,7,6,12.616666666666667,16.2,0.3,-0.92
8,2,12,1,1,22,27,8,8,1,0,1,0,1,18,7,10,5,11.94,7,8,6,12.8,11.1,0.6,2.02
16,1,5,1,9,22,14,4,8,0,1,1,0,0,31,6,8,5,11.0,6,12,6,10.166666666666666,8.9,1.4,3.51
1,1,11,1,1,1,1,10,11,0,0,1,1,0,20,6,8,6,12.857142857142858,6,9,5,12.4,8.9,1.4,3.51
1,1,2,1,1,1,3,3,3,0,0,1,1,0,19,10,10,5,11.0,7,8,2,10.0,8.9,1.4,3.51
12,1,7,1,1,22,27,10,10,0,1,1,1,1,34,5,14,1,17.0,5,10,2,11.0,9.4,-0.8,-3.12
8,1,9,1,1,1,1,5,5,0,0,1,1,0,21,5,5,5,11.0,5,11,3,11.428571428571429,10.8,1.4,1.74
8,4,15,1,1,3,1,3,8,1,0,1,1,0,21,6,7,0,0.0,6,11,1,10.0,10.8,1.4,1.74
8,1,14,1,1,1,1,5,4,0,0,1,1,0,24,6,6,4,11.25,6,9,4,10.428571428571429,10.8,1.4,1.74
8,1,14,1,1,1,1,5,9,0,1,0,1,0,20,6,7,5,12.4,6,8,4,13.0,13.9,-0.3,0.79
1,1,7,1,1,22,27,10,7,0,0,1,1,0,19,5,7,1,13.0,5,7,2,10.0,9.4,-0.8,-3.12
1,1,3,0,1,3,1,3,10,1,0,1,1,0,26,6,6,6,11.833333333333334,6,6,6,11.666666666666666,10.8,1.4,1.74
15,1,7,1,14,3,14,4,5,0,0,1,1,0,20,5,12,1,13.0,5,8,3,12.6,12.4,0.5,1.79
1,1,9,1,1,1,27,10,10,1,0,1,0,0,21,5,8,4,11.0,5,8,5,12.0,7.6,2.6,0.32
1,1,17,0,1,22,27,10,4,0,0,1,1,0,26,5,11,2,11.5,5,10,3,12.0,7.6,2.6,0.32
1,6,12,1,1,13,27,10,10,1,0,1,0,1,19,8,8,7,14.06,8,8,7,14.06,10.8,1.4,1.74
1,1,9,1,1,13,27,10,10,0,0,1,0,0,19,5,6,4,11.25,5,10,3,11.714285714285714,10.8,1.4,1.74
1,1,6,1,1,22,27,10,10,1,0,1,0,0,19,5,10,2,14.5,5,9,3,11.333333333333334,12.7,3.7,-1.7
14,1,10,1,1,13,27,6,6,0,0,1,0,1,21,6,15,2,10.5,6,8,5,12.4,10.8,1.4,1.74
1,2,9,1,1,23,14,4,8,1,0,1,0,0,19,5,8,4,12.8,5,10,3,14.5,10.8,1.4,1.74
14,1,9,1,1,3,14,3,10,0,0,1,0,0,18,5,5,0,0.0,5,9,4,13.25,16.2,0.3,-0.92
1,1,14,1,1,22,14,8,8,0,0,1,0,0,20,6,9,6,13.571428571428571,6,10,5,13.6,15.5,2.8,-4.06
14,1,17,0,1,22,27,10,10,0,0,1,0,0,32,5,5,5,10.2,5,9,4,11.25,9.4,-0.8,-3.12
7,3,16,1,1,13,27,10,10,1,0,1,0,0,19,6,8,5,12.2,6,8,5,11.8,10.8,1.4,1.74
3,1,14,1,1,1,10,5,5,1,0,1,0,0,19,6,7,6,13.428571428571429,6,6,4,14.0,12.4,0.5,1.79
8,1,9,1,1,23,28,8,6,0,0,1,0,0,18,5,9,1,11.0,5,10,0,0.0,9.4,-0.8,-3.12
8,6,12,1,1,3,28,3,10,1,0,1,0,0,20,7,8,6,13.548333333333334,8,11,6,14.775,11.1,0.6,2.02
1,1,15,1,1,3,3,3,6,0,0,1,0,0,19,6,6,6,12.166666666666666,6,6,6,12.5,16.2,0.3,-0.92
9,1,9,1,1,23,28,6,6,1,0,1,0,0,24,5,5,5,10.8,5,11,2,11.0,10.8,1.4,1.74
14,1,17,0,1,22,27,10,9,1,0,1,0,0,29,13,16,8,10.5,12,19,9,10.333333333333334,9.4,-0.8,-3.12
8,1,13,1,1,1,28,5,10,0,0,1,0,0,19,7,10,6,11.15,7,7,7,12.814285714285717,12.7,3.7,-1.7
1,1,14,1,1,23,14,5,9,0,0,1,0,0,19,6,8,3,11.666666666666666,6,11,5,13.625,10.8,1.4,1.74
12,1,17,0,1,22,27,10,10,0,0,1,0,0,24,5,9,5,12.285714285714286,5,8,5,12.125,16.2,0.3,-0.92
12,1,12,1,1,13,14,6,7,0,1,1,0,0,28,7,12,4,13.375,7,7,5,13.5,13.9,-0.3,0.79
14,1,12,1,1,22,27,10,10,0,0,1,0,0,38,8,12,5,13.126,8,12,5,13.126,10.8,1.4,1.74
1,1,16,1,1,1,27,10,10,1,0,1,0,0,19,6,11,3,10.333333333333334,6,10,5,11.8,9.4,-0.8,-3.12
1,1,9,1,1,23,14,4,11,1,0,1,0,0,20,5,5,4,12.0,4,4,2,11.5,7.6,2.6,0.32
1,1,17,0,1,22,27,10,10,0,0,1,0,0,29,5,11,5,11.4,5,10,4,10.25,15.5,2.8,-4.06
